"AbdielIndivID","IndividualName","IndividualTitle"
"84985","Angel, Isaac ","Ormat Technologies, Inc. - Chief Executive Officer"
"85031","Rowlands, Sharon T.","ReachLocal, Inc. - Chief Executive Officer"
"85033","O'Brien, Thomas M.","Sun Bancorp, Inc. - Chief Executive Officer, President & Director"
"85076","Sutardja, Kenneth ","PT Grand Kartech Tbk - President Director"
"85114","Bosman BCom (Law), LLB, LLM, CFA, Hermanus Lambertus","Rand Merchant Investment Holdings Limited - Chief Executive Officer, Financial Director and Executive Director"
"85116","Mori, Etsuro ","INES Corporation - President & Representative Director"
"85134","Medela, Santiago Seage","Atlantica Yield plc - CEO & Director"
"85147","Domenico, Jane ","Partners Real Estate Investment Trust - Chief Executive Officer, President and Trustee"
"85151","Hastings, Paul J.","OncoMed Pharmaceuticals, Inc. - Chairman, Chief Executive Officer and President"
"85177","Jang, In-Hwa ","Fine Besteel Co., Ltd. - Chief Executive Officer"
"85187","Zhu , Yonghong ","Tasly Pharmaceutical Group Co., Ltd. - General Manager and Director"
"85204","Echausse, Paul J.","Alcentra Capital Corporation - Chief Executive Officer, President and Director"
"85210","Winmill, Mark Campbell","Global Self Storage, Inc. - Chief Executive Officer, President and Director"
"85216","Mercer, Martin ","Melbourne IT Limited - MD, CEO & Director"
"85237","Goldsmith II, Russell D.","City National Corporation - Chairman, CEO, President, Chairman of City National Bank and CEO of City National Bank"
"85246","Kramadibrata, Suseno ","PT Bumi Resources Minerals Tbk - President Director"
"85344","Bin Hamzah, Sazali ","Petronas Chemicals Group Berhad - Chief Executive Officer, President, Managing Director and Executive Director"
"85352","Adamczyk, Darius ","Honeywell International Inc. - President, Chief Executive Officer & Director"
"85354","Pitchford FCCA, CA (Z), Roy Aubrey","Vast Resources plc - CEO & Executive Director"
"85416","Farrell III, Thomas F.","Dominion Energy Midstream Partners, LP - Chairman, CEO & President - Dominion Midstream GP LLC"
"85421","Hong, Sung-Han ","BCWorld Pharm Co., Ltd. - Chief Executive Officer and President"
"85433","Konstantino, Eitan ","QT Vascular Ltd. - Co-Founder, Chief Executive Officer and Executive Director"
"85477","Crous Millet, Enrique I.","Sociedad Annima Damm - Chief Executive Officer"
"85483","Hojka, Bartosz ","Agora S.A. - President of the Management Board"
"85517","Madrid, Toms Garca","Obrascn Huarte Lain, S.A. - President, Second Vice Chairman & CEO"
"85556","Larsen, Bjarke Johannes Lund","NetPlay TV Limited - Chief Executive Officer and Executive Director"
"85559","Lavandeira Adan, Alberto Arsenio","Atalaya Mining plc - MD, CEO, COO & Executive Director"
"85561","Nishio, Hideaki ","K.R.S. Corporation - President & Representative Director"
"85563","Ye, Zhu ","Dalian Zeus Entertainment Co., Ltd. - Chairman of the Board of Directors and General Manager"
"85567","Ressler ""Tony"", Antony P.","Ares Management, L.P. - Co-Founder, Chairman of Ares Management GP LLC and Chief Executive Officer of Ares Management GP LLC"
"85568","Baay B.A., ICD.D, Paul Raymond","Touchstone Exploration Inc. - President, Chief Executive Officer & Director"
"85578","Kustedjo, Haliman ","PT Indoritel Makmur Internasional Tbk. - President Director"
"85581","Phromaue, Pramoth ","PT Keramika Indonesia Assosiasi Tbk - President Director"
"85582","Wei, Chun-Hsien ","Tingyi (Cayman Islands) Holding Corp. - Chief Executive Officer"
"85589","Danusaputra, Hendrawati ","PT Bank Panin Dubai Syariah Tbk - President Director"
"85590","King, Colin ","Crosswinds Holdings Inc. - Chief Executive Officer and Director"
"85599","Chen, Jin Zhao ","TYC Brother Industrial Co., Ltd. - General Manager "
"85605","Lalinde, Jaime ","Fura Gems Inc. - Director"
"85613","Abotomey BCom, FCPA, MAICD, Darryl G.","Bapcor Limited - Chief Executive Officer, Managing Director and Director"
"85629","Morrison P.Geo., Richard William","Security Devices International, Inc. - Chairman of the Board"
"85642","Kim, Tae-Hyung ","Logisys Inc. - Chief Executive Officer"
"85654","Sutanto MBA, Edhi ","PT Cowell Development Tbk - President Director"
"85740","Lei, Hong Wai ","Huanxi Media Group Limited - Former Chairman of the Board"
"85751","Dimitriou M.Sc., Dimitri F.","ImmuPharma plc - Co-Founder, Chief Executive Officer & Director"
"85761","Zhang, Yao Hua ","EVA Precision Industrial Holdings Limited - Co-Founder, Chief Executive Officer and Executive Director"
"85764","Bagrin, Oleg Vladimirovich","Novolipetsk Steel - Chairman of the Management Board, President, CEO & Director"
"85795","Jrgensen B.Sc., Torben ","Biotage AB - Chief Executive Officer and President"
"85803","Tang, Shouchun ","Yuexiu Property Company Limited - Former Executive Director"
"85813","Zhou, Wei Feng ","Beautiful China Holdings Company Limited - Chief Executive Officer, Vice President and Executive Director"
"85814","Lim, Seng Bouw ","PT Panasia Indo Resources Tbk - President Director"
"85819","Zhang, Leng Heng ","Portwell, Inc. - General Manager"
"85823","Davis, Barry E.","EnLink Midstream, LLC - Chairman and Chief Executive Officer"
"85828","Schendel, Dolores J.","MediGene AG - Chief Executive Officer, Chief Scientific Officer and Member of Executive Management Board"
"85835","Johnson, R. Milton","HCA Healthcare, Inc. - Chairman and Chief Executive Officer"
"85853","Almeida, Miguel Nuno Santos","NOS, S.G.P.S., S.A. - CEO & Executive Director "
"85855","Mikles, Lee E.","Pendrell Corporation - Chief Executive Officer, President and Director"
"85869","Chowdhury, Dewan Fazlul Hoque","Nemaura Medical Inc. - CEO, President & Director"
"85881","Pouroulis BSc Business Admin, Phoevos ","Tharisa Plc - Chief Executive Officer and Executive Director"
"85889","Zhao, Wentong ","Ningxia Orient Tantalum Industry Co., Ltd. - General Manager and Director"
"85891","Kumar, Ravindra ","ELANTAS Beck India Limited - MD & Executive Director"
"85897","Dunne, Dana Philip","eDreams ODIGEO, S.A. - CEO & Executive Director"
"85923","Dower, Craig ","Salmat Limited - Former Chief Executive Officer"
"85930","Heilbron, Pedro ","Copa Holdings, S.A. - Chief Executive Officer and Director"
"85949","Kulkarni Ph.D., Subodh K.","GlassBridge Enterprises, Inc. - Former Chief Technology Officer and Senior Vice President of OEM & Emerging Business"
"85953","Novachuk, Oleg N.","KAZ Minerals plc - Chief Executive and Executive Director"
"85957","Niruntarai, Vithoon ","Siam Inter Multimedia Public Company Limited - Chief Executive Officer and Director"
"85959","Chinprapinporn, Virat ","Ratchthani Leasing Public Company Limited - Chairman, Chief Executive Officer and President"
"85961","Gheorghe, Mariana ","OMV Petrom S.A. - CEO & President of the Executive Board"
"85971","Bradley, Jeffrey K.","Evraz Claymont Steel, Inc. - Former Executive Chairman, Chief Executive Officer and President"
"85976","Chaur GradDip Marketing, MBA (Monash), MAICD, FAIM, Steven C.","Patties Foods Limited - Chief Executive Officer, Managing Director and Executive Director"
"85978","Sankai, Yoshiyuki ","CYBERDYNE Inc. - President and Representative Director"
"86000","Fischer, Laurent ","Ocera Therapeutics, Inc. - Co-Founder"
"86017","Feldman, Kevin ","SPDR Gold Trust - Chief Executive Officer of World Gold Trust Services Llc"
"86022","Imran, Khalid ","JS Bank Limited - Chief Executive Officer, President and Executive Director"
"86023","Co, Winston S.","Emperador Inc. - Chief Executive Officer, President and Executive Director"
"86032","Frederiksen, Niels ","Scandinavian Tobacco Group A/S - CEO, President & Member of Executive Board"
"86037","Hawthorne, Jeffrey A.","Uni-Pixel, Inc. - Chief Executive Officer, President and Director"
"86047","Chen, Leo Ou ","Jumei International Holding Limited - Founder, Chairman and Chief Executive Officer"
"86050","Grinbaum, Asher ","Israel Corporation Ltd. - COO of Israel Chemicals Ltd. and Executive VP of Israel Chemicals Ltd."
"86056","Wirjawan, Wibowo Suseno","PT Benakat Integra Tbk - President Director"
"86065","McCune Jr., Barron P.","CB Financial Services, Inc. - Vice Chairman, Chief Executive Officer and Vice Chairman & Chief Executive Officer - Community Bank"
"86067","Choi, Ho-Il ","Peptron, Inc. - Chief Executive Officer"
"86070","Susanto, Ibnu ","PT Steel Pipe Industry of Indonesia Tbk - President Director"
"86075","Wall, David James","88 Energy Limited - MD & Director"
"86077","Yeh, Frank ","WPG Holdings Limited - CEO, GM & Director"
"86083","Robinson III, John W.","Aaron's, Inc. - Chief Executive Officer, President and Director"
"86094","Lavoie, Serge ","Echelon Financial Holdings Inc. - President, Chief Executive Officer & Director "
"86100","de Puyfontaine E.S.C.P., M.B.A., Arnaud Roy","Vivendi SA - Chairman of Management Board & Chief Executive Officer"
"86106","Qi, Meisheng ","China Oilfield Services Limited - CEO, President & Executive Director"
"86114","Hodge, James C.","Glucose Health, Inc. - Former Chairman"
"86116","Yao, Ming Hua ","Shanghai Shenda Co., Ltd. - General Manager and Director"
"86121","McKinley, Brian ","Asian Pay Television Trust - CEO of Macquarie APTT Management Pte Ltd and Executive Director of Macquarie APTT Management Pte Ltd"
"86124","Dunn, Michael R.","Global Future City Holding Inc. - Chairman, CEO, President, COO, CFO, Executive VP of Finance, Secretary and Treasurer"
"86146","Kemper, David W.","Commerce Bancshares, Inc. - Chairman of the Board & CEO"
"86147","Huff , Zsolt  ","MOL Petrolkmia Zrt - Chief Executive Officer"
"86152","Gummedal, Jon Are  ","Deep Sea Supply Plc - Chief Executive Officer & Technical Director"
"86155","Sheinbaum, Marc ","Higher One Holdings, Inc. - Chief Executive Officer and President"
"86166","Lindsay, John W.","Helmerich & Payne, Inc. - Chief Executive Officer, President and Director"
"86186","Schmidt, Carsten ","Sky Deutschland AG - Chairman of Management Board and Chief Executive Officer"
"86191","Wood, Paul Thomas","Andrews Sykes Group plc - Managing Director, Executive Director and Director of Andrews Sykes Hire Limited"
"86192","Ito, Ikuo ","Nippon Carbon Co., Ltd. - President and Representative Director"
"86193","Bobst, Jean-Pascal ","Bobst Group SA - Chief Executive Officer"
"86221","Carlson, Jan ","Autoliv, Inc. - Chairman, Chief Executive Officer, President and Member of Research Advisory Board"
"86235","Ramamurthy, Shekhar ","United Breweries Limited - President, MD & Executive Director"
"86240","Yamauchi, Masaki ","Yamato Holdings Co., Ltd. - President, Executive Officer and Representative Director"
"86249","Janosi, Peter ","MarilynJean Interactive Inc. - Chief Executive Officer, President, Chief Financial Officer, Secretary, Treasurer and Director"
"86268","Sudholz FPI, MAICD, Andrew ","Japara Healthcare Limited - Chief Executive Officer, Managing Director and Executive Director"
"86279","O’Keeffe BAppSc(Metallurgy), William Michael","Champion Iron Limited - Executive Chairman & CEO"
"86300","Meij, Harold George","TOMY Company, Ltd. - President & Representative Director"
"86318","Borgo, Gregorio ","PIRELLI & C. Societ per Azioni prior to merger with Marco Polo Industrial Holding S.p.A. - General Manager of Operations"
"86320","Cook, Ian M.","Colgate-Palmolive Company - Chairman, Chief Executive Officer and President"
"86330","Arndt, Andreas ","Deutsche Pfandbriefbank AG - Chief Executive Officer, CFO & Chairman of Management Board"
"86334","Ehrlich, David ","Irish Residential Properties REIT plc - CEO & Executive Director"
"86382","Luthringer, Rmy ","Minerva Neurosciences, Inc. - Chief Executive Officer, President and Director"
"86385","Putra, Djohan Surja","PT Tirta Mahakam Resources Tbk - President Director and Secretary"
"86396","Nilsson, Ulf ","D. Carnegie & Co AB (publ) - Chief Executive Officer"
"86398","Brodin, Fredrik ","D. Carnegie & Co AB (publ) - Director"
"86414","Yang, Hongbing ","Harbin Gloria Pharmaceuticals Co., Ltd - General Manager and Director"
"86429","Mahan III, James S.","Live Oak Bancshares, Inc. - Founder, Chairman, CEO, Chairman of Live Oak Bank and CEO of Live Oak Bank"
"86440","Huber, Curtis Ralph William","Chimata Gold Corp. - Chief Executive Officer, President and Director"
"86447","Po, Christopher Paulus Nicolas T.","Century Pacific Food, Inc. - Chairman, President & CEO"
"86451","Gibbs BA (Hons) FCA, Raymond John","Haydale Graphene Industries plc - CEO & Executive Director"
"86459","Moyeen, Asif ","Far East Knitting & Dyeing Industries Limited - Chief Executive Officer, Managing Director and Director"
"86460","Aketerajit, Sompon ","Lease IT Public Company Limited - Chief Executive Officer, Managing Director & Director"
"86465","Burzynski, John Feliks","Osisko Mining Inc. - Chief Executive Officer, President and Director"
"86470","Kuo, Fu Feng ","Health Ever Biotech Co., Ltd. - Chief Executive Officer"
"86474","Kanhasiri, Chitpan ","Bata Shoe Company (Bangladesh) Limited - Vice Chairman & MD"
"86500","Murakami, Tsuneo ","Cyberlinks Co., Ltd. - President and Representative Director"
"86533","Hashimoto Ph.D., Setsuko ","CellSeed Inc. - Chief Executive Officer, President and Representative Director"
"86568","Hurley J.D., Brian F.","Brookfield Total Return Fund Inc. - Principal Executive Officer, President, Managing Director and Assistant General"
"86571","Shibamiya, Takashi ","Torex Semiconductor Ltd. - President and Representative Director"
"86573","Maeng, Su-Ho ","KTIS Corporation - Chief Executive Officer"
"86591","Wang, Santai ","Linhai Co., Ltd. - General Manager and Director"
"86600","Fishman , Barry ","Merus Labs International Inc. - Chief Executive Officer, President and Director"
"86606","Soames OBE, Rupert C.","Serco Group plc - Group Chief Executive Officer and Director"
"86633","Yorio, Joseph M.","School Specialty, Inc. - President, CEO & Director"
"86646","Yaguchi, Yukio ","Joyful Honda Co., Ltd. - President, CEO & Director"
"86656","Saito, Tomohisa ","Nippon BS Broadcasting Corporation - Chairman and President"
"86657","Takiguchi, Renkazu ","Formosa Sumco Technology Corporation - President"
"86660","ShivKumar, S. K. M. Shree","SKM Egg Products Export (India) Limited - Chief Executive Officer, Managing Director & Executive Director"
"86667","Choo, Michael O.","Adama Technologies Corporation, Prior to Reverse Merger with Alpine Industries LLC - Former Executive Chairman, CEO, President, CFO, Chief Accounting Officer and Secretary"
"86669","Greenlaw Esq., Hollis M.","United Development Funding III, LP - Chief Executive Officer of UMTH Land Development LPand President of UMTH Land Development L.P"
"86676","Lucas, Bruce ","Heritage Insurance Holdings, Inc. - Chairman of the Board & CEO"
